,Ref,Status,Location,Name,Created,Type,Status Changed,Open Actions,Total Actions,OverDue,Project,Report Forms Status,Report Forms Group,Created_Sec,Status Changed_Sec,Create_to_Last_StatusChanged(s),Create_to_Last_StatusChanged(weeks),Create_to_Last_StatusChanged(days)
1697,F84104.764,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/03/2020,Safety Forms,31/03/2020,0,9,False,1328,Closed,Safety,1585263600,1585605600,342000,0,3
1699,F90895.71,Closed,1328 - Townsend St,EHS Inspection.,27/03/2020,Safety Forms,31/03/2020,0,8,False,1328,Closed,Safety,1585263600,1585605600,342000,0,3
1701,F90895.70,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,27/03/2020,Safety Forms,27/03/2020,0,0,False,1328,Closed,Safety,1585263600,1585263600,0,0,0
1711,F90895.69,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,26/03/2020,Safety Forms,27/03/2020,0,0,False,1328,Closed,Safety,1585177200,1585263600,86400,0,1
1721,F90895.68,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,25/03/2020,Safety Forms,27/03/2020,0,0,False,1328,Closed,Safety,1585090800,1585263600,172800,0,2
1724,F90895.67,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,24/03/2020,Safety Forms,27/03/2020,0,0,False,1328,Closed,Safety,1585004400,1585263600,259200,0,3
1726,F113721.28,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/03/2020,Safety Forms,27/03/2020,0,5,False,1328,Closed,Safety,1585004400,1585263600,259200,0,3
1741,F90895.66,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,23/03/2020,Safety Forms,27/03/2020,0,0,False,1328,Closed,Safety,1584918000,1585263600,345600,0,4
1752,F122196.39,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,23/03/2020,Safety Forms,27/03/2020,0,17,False,1328,Closed,Safety,1584918000,1585263600,345600,0,4
1759,F90895.60,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/03/2020,Safety Forms,29/04/2020,0,1,False,1328,Closed,Safety,1584572400,1588111200,3538800,5,40
1760,F90895.59,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/03/2020,Safety Forms,29/04/2020,0,0,False,1328,Closed,Safety,1584572400,1588111200,3538800,5,40
1763,F90895.58,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,19/03/2020,Safety Forms,20/03/2020,0,0,False,1328,Closed,Safety,1584572400,1584658800,86400,0,1
1785,F90895.56,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/03/2020,Safety Forms,20/03/2020,0,15,False,1328,Closed,Safety,1584486000,1584658800,172800,0,2
1786,F118318.192,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,18/03/2020,Safety Forms,20/03/2020,0,0,False,1328,Closed,Safety,1584486000,1584658800,172800,0,2
1787,F90895.55,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/03/2020,Safety Forms,08/04/2020,0,0,False,1328,Closed,Safety,1584486000,1586296800,1810800,2,20
1820,F107663.64,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/03/2020,Safety Forms,27/03/2020,0,7,False,1328,Closed,Safety,1584658800,1585263600,604800,1,7
1821,F90895.62,Closed,1328 - Townsend St,EHS Inspection.,20/03/2020,Safety Forms,31/03/2020,0,11,False,1328,Closed,Safety,1584658800,1585605600,946800,1,10
1823,F118318.210,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,20/03/2020,Safety Forms,20/03/2020,0,0,False,1328,Closed,Safety,1584658800,1584658800,0,0,0
1825,F122196.48,Completed and signed off,JPC Project Management,EHS Managment Inspection - Daily,25/03/2020,Safety Forms,27/03/2020,0,6,False,1328,Closed,Safety,1585090800,1585263600,172800,0,2
1850,F118318.190,Closed,1328 - Townsend St,EHS Inspection.,13/03/2020,Safety Forms,31/03/2020,0,9,False,1328,Closed,Safety,1584054000,1585605600,1551600,2,17
1852,F116412.233,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/03/2020,Safety Forms,20/03/2020,0,11,False,1328,Closed,Safety,1584054000,1584658800,604800,1,7
1853,F118318.189,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,13/03/2020,Safety Forms,20/03/2020,0,0,False,1328,Closed,Safety,1584054000,1584658800,604800,1,7
1874,F118318.171,Closed,1328 - Townsend St,CM-EHS-FRM-006 Site Welfare Inspection,12/03/2020,Safety Forms,20/03/2020,0,0,False,1328,Closed,Safety,1583967600,1584658800,691200,1,8
1875,F122196.18,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/03/2020,Safety Forms,20/03/2020,0,13,False,1328,Closed,Safety,1583967600,1584658800,691200,1,8
1884,F116412.223,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/03/2020,Safety Forms,20/03/2020,0,8,False,1328,Closed,Safety,1583881200,1584658800,777600,1,9
1924,F84104.747,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/03/2020,Safety Forms,20/03/2020,0,10,False,1328,Closed,Safety,1583794800,1584658800,864000,1,10
1937,F84104.744,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/03/2020,Safety Forms,10/03/2020,0,8,False,1328,Closed,Safety,1583708400,1583794800,86400,0,1
1956,F122196.8,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,05/03/2020,Safety Forms,07/03/2020,0,7,False,1328,Closed,Safety,1583362800,1583535600,172800,0,2
1977,F84104.737,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/03/2020,Safety Forms,12/03/2020,0,9,False,1328,Closed,Safety,1583449200,1583967600,518400,0,6
1978,F116412.205,Closed,1328 - Townsend St,EHS Inspection.,06/03/2020,Safety Forms,31/03/2020,0,10,False,1328,Closed,Safety,1583449200,1585605600,2156400,3,24
1989,F84104.733,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,03/03/2020,Safety Forms,04/03/2020,0,11,False,1328,Closed,Safety,1583190000,1583276400,86400,0,1
2004,F118318.133,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,04/03/2020,Safety Forms,07/03/2020,0,26,False,1328,Closed,Safety,1583276400,1583535600,259200,0,3
2005,F90895.31,Completed and signed off,General Site Plan>JPC Project Management,EHS Managment Inspection - Daily,02/03/2020,Safety Forms,04/03/2020,0,12,False,1328,Closed,Safety,1583103600,1583276400,172800,0,2
2187,F118318.87,Opened,1328 - Townsend St,EHS Managment Inspection - Daily,26/02/2020,Safety Forms,26/02/2020,1,15,False,1328,Open,Safety,1582671600,1582671600,0,0,0
2200,F90895.30,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,28/02/2020,Safety Forms,04/03/2020,0,15,False,1328,Closed,Safety,1582844400,1583276400,432000,0,5
2212,F84104.729,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/02/2020,Safety Forms,04/03/2020,0,7,False,1328,Closed,Safety,1582758000,1583276400,518400,0,6
2217,F90895.28,Closed,1328 - Townsend St,EHS Inspection.,27/02/2020,Safety Forms,31/03/2020,0,11,False,1328,Closed,Safety,1582758000,1585605600,2847600,4,32
2225,F90896.132,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,25/02/2020,Safety Forms,26/02/2020,0,6,False,1328,Closed,Safety,1582585200,1582671600,86400,0,1
2235,F118318.73,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/02/2020,Safety Forms,04/03/2020,0,10,False,1328,Closed,Safety,1582498800,1583276400,777600,1,9
2262,F107663.51,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,21/02/2020,Safety Forms,04/03/2020,0,8,False,1328,Closed,Safety,1582239600,1583276400,1036800,1,12
2268,F116412.174,Closed,1328 - Townsend St,EHS Inspection.,21/02/2020,Safety Forms,26/02/2020,0,11,False,1328,Closed,Safety,1582239600,1582671600,432000,0,5
2280,F84104.704,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,20/02/2020,Safety Forms,04/03/2020,0,11,False,1328,Closed,Safety,1582153200,1583276400,1123200,1,13
2293,F76201.707,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,19/02/2020,Safety Forms,26/02/2020,0,7,False,1328,Closed,Safety,1582066800,1582671600,604800,1,7
2337,F84104.688,Opened,01 Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),17/02/2020,Safety Forms,17/02/2020,0,0,False,1328,Open,Safety,1581894000,1581894000,0,0,0
2338,F84104.687,Opened,01 Inspections>EHS Management>JPC Project Management,CONTRACTS MANAGER SAFETY ASSESSMENT (monthly),17/02/2020,Safety Forms,17/02/2020,0,0,False,1328,Open,Safety,1581894000,1581894000,0,0,0
2366,F84104.681,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/02/2020,Safety Forms,26/02/2020,0,13,False,1328,Closed,Safety,1581634800,1582671600,1036800,1,12
2368,F90895.19,Closed,1328 - Townsend St,EHS Inspection.,14/02/2020,Safety Forms,31/03/2020,0,14,False,1328,Closed,Safety,1581634800,1585605600,3970800,6,45
2393,F84104.671,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,13/02/2020,Safety Forms,04/03/2020,0,5,False,1328,Closed,Safety,1581548400,1583276400,1728000,2,20
2396,F116412.105,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/02/2020,Safety Forms,14/02/2020,0,12,False,1328,Closed,Safety,1581462000,1581634800,172800,0,2
2449,F76201.674,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,11/02/2020,Safety Forms,14/02/2020,0,13,False,1328,Closed,Safety,1581375600,1581634800,259200,0,3
2454,F76201.671,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/02/2020,Safety Forms,14/02/2020,0,13,False,1328,Closed,Safety,1581289200,1581634800,345600,0,4
2464,F107663.42,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/02/2020,Safety Forms,14/02/2020,0,7,False,1328,Closed,Safety,1581030000,1581634800,604800,1,7
2471,F90896.131,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/02/2020,Safety Forms,14/02/2020,0,8,False,1328,Closed,Safety,1580943600,1581634800,691200,1,8
2472,F118318.20,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,06/02/2020,Safety Forms,14/02/2020,0,7,False,1328,Closed,Safety,1580943600,1581634800,691200,1,8
2475,F90895.18,Closed,1328 - Townsend St,EHS Inspection.,06/02/2020,Safety Forms,14/02/2020,0,9,False,1328,Closed,Safety,1580943600,1581634800,691200,1,8
2489,F116412.160,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,18/02/2020,Safety Forms,04/03/2020,0,9,False,1328,Closed,Safety,1581980400,1583276400,1296000,2,15
2493,F90896.130,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,05/02/2020,Safety Forms,14/02/2020,0,24,False,1328,Closed,Safety,1580857200,1581634800,777600,1,9
2521,F84104.649,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,30/01/2020,Safety Forms,06/02/2020,0,6,False,1328,Closed,Safety,1580338800,1580943600,604800,1,7
2539,F90896.129,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,29/01/2020,Safety Forms,06/02/2020,0,7,False,1328,Closed,Safety,1580252400,1580943600,691200,1,8
2574,F84104.655,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,04/02/2020,Safety Forms,04/03/2020,0,15,False,1328,Closed,Safety,1580770800,1583276400,2505600,4,29
2586,F90895.14,Closed,1328 - Townsend St,EHS Inspection.,31/01/2020,Safety Forms,06/02/2020,0,8,False,1328,Closed,Safety,1580425200,1580943600,518400,0,6
2603,F84104.638,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,28/01/2020,Safety Forms,06/02/2020,0,11,False,1328,Closed,Safety,1580166000,1580943600,777600,1,9
2615,F76201.625,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,27/01/2020,Safety Forms,06/02/2020,0,12,False,1328,Closed,Safety,1580079600,1580943600,864000,1,10
2619,F90895.13,Closed,1328 - Townsend St,EHS Inspection.,24/01/2020,Safety Forms,06/02/2020,0,7,False,1328,Closed,Safety,1579820400,1580943600,1123200,1,13
2623,F84104.633,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,24/01/2020,Safety Forms,06/02/2020,0,7,False,1328,Closed,Safety,1579820400,1580943600,1123200,1,13
2628,F84104.628,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,23/01/2020,Safety Forms,06/02/2020,0,7,False,1328,Closed,Safety,1579734000,1580943600,1209600,2,14
2639,F1.324635,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,22/01/2020,Safety Forms,06/02/2020,0,5,False,1328,Closed,Safety,1579647600,1580943600,1296000,2,15
2656,F84104.623,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,21/01/2020,Safety Forms,24/01/2020,0,13,False,1328,Closed,Safety,1579561200,1579820400,259200,0,3
2743,F90896.120,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,21/01/2020,Safety Forms,24/01/2020,0,13,False,1328,Closed,Safety,1579561200,1579820400,259200,0,3
2754,F84104.618,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,17/01/2020,Safety Forms,21/01/2020,0,5,False,1328,Closed,Safety,1579215600,1579561200,345600,0,4
2760,F90895.12,Closed,1328 - Townsend St,EHS Inspection.,17/01/2020,Safety Forms,06/02/2020,0,9,False,1328,Closed,Safety,1579215600,1580943600,1728000,2,20
2766,F76201.594,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/01/2020,Safety Forms,21/01/2020,0,7,False,1328,Closed,Safety,1579129200,1579561200,432000,0,5
2767,F76201.593,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/01/2020,Safety Forms,20/01/2020,0,0,False,1328,Closed,Safety,1579129200,1579474800,345600,0,4
2771,F90896.117,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,15/01/2020,Safety Forms,21/01/2020,0,13,False,1328,Closed,Safety,1579042800,1579561200,518400,0,6
2778,F76201.589,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,14/01/2020,Safety Forms,16/01/2020,0,6,False,1328,Closed,Safety,1578956400,1579129200,172800,0,2
2782,F76201.588,Open,01 Inspections>EHS Management>JPC Project Management,CM-EHS-FRM-002 - Contracts Manager Site Safety Walk (General).,13/01/2020,Safety Forms,13/01/2020,0,0,False,1328,Open,Safety,1578870000,1578870000,0,0,0
2783,F76201.587,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,13/01/2020,Safety Forms,16/01/2020,0,13,False,1328,Closed,Safety,1578870000,1579129200,259200,0,3
2786,F90895.11,Closed,1328 - Townsend St,EHS Inspection.,10/01/2020,Safety Forms,21/01/2020,0,9,False,1328,Closed,Safety,1578610800,1579561200,950400,1,11
2787,F84104.610,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,10/01/2020,Safety Forms,16/01/2020,0,10,False,1328,Closed,Safety,1578610800,1579129200,518400,0,6
2791,F76201.586,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/01/2020,Safety Forms,16/01/2020,0,8,False,1328,Closed,Safety,1578524400,1579129200,604800,1,7
2792,F76201.585,Opened,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/01/2020,Safety Forms,09/01/2020,0,0,False,1328,Open,Safety,1578524400,1578524400,0,0,0
2796,F84104.607,Completed and signed off,1328 - Townsend St,EHS Managment Inspection - Daily,08/01/2020,Safety Forms,16/01/2020,0,7,False,1328,Closed,Safety,1578438000,1579129200,691200,1,8
2800,F84104.604,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,07/01/2020,Safety Forms,10/01/2020,0,12,False,1328,Closed,Safety,1578351600,1578610800,259200,0,3
2805,F84104.600,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,06/01/2020,Safety Forms,16/01/2020,0,7,False,1328,Closed,Safety,1578265200,1579129200,864000,1,10
2818,F84104.584,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,16/12/2019,Safety Forms,16/01/2020,0,7,False,1328,Closed,Safety,1576450800,1579129200,2678400,4,31
2824,F84104.579,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,14/12/2019,Safety Forms,16/12/2019,0,8,False,1328,Closed,Safety,1576278000,1576450800,172800,0,2
2829,F74906.85,Completed and signed off,EHS Management>JPC Project Management,EHS Managment Inspection - Daily,12/12/2019,Safety Forms,06/02/2020,0,5,False,1328,Closed,Safety,1576105200,1580943600,4838400,8,56
2831,F90896.108,Closed,01 Inspections>EHS Management>JPC Project Management,EHS Inspection.,12/12/2019,Safety Forms,16/12/2019,0,11,False,1328,Closed,Safety,1576105200,1576450800,345600,0,4
2834,F84104.576,Completed and signed off,JPC Project Management,EHS Managment Inspection - Daily,11/12/2019,Safety Forms,16/12/2019,0,12,False,1328,Closed,Safety,1576018800,1576450800,432000,0,5
2839,F76201.577,Completed and signed off,Site Management>JPC Project Management,EHS Managment Inspection - Daily,10/12/2019,Safety Forms,16/12/2019,0,6,False,1328,Closed,Safety,1575932400,1576450800,518400,0,6
2847,F84104.571,Completed and signed off,01 Inspections>EHS Management>JPC Project Management,EHS Managment Inspection - Daily,09/12/2019,Safety Forms,16/12/2019,0,7,False,1328,Closed,Safety,1575846000,1576450800,604800,1,7
